return_id,date,product_id,customer_id,quantity,return_reason,return_amount,refund_processed
RETURN20240408,2024-11-02,P02,C05,9,duplicate,325.6,False
RETURN20240409,2024-04-14,P06,C06,9,quality_issue,133.53,False
RETURN20240410,2024-07-12,P03,C02,16,quality_issue,690.3,False
RETURN20240411,2024-01-22,P06,C04,5,changed_mind,51.5,True
RETURN20240412,2024-02-29,P02,C04,3,shipping_damage,56.6,False
RETURN20240413,2024-12-14,P06,C06,13,shipping_damage,163.71,False
RETURN20240414,2024-02-25,P01,C04,7,other,275.87,True
RETURN20240415,2024-03-06,P05,C01,16,quality_issue,213.87,False
RETURN20240416,2024-04-04,P01,C06,3,other,69.04,True
RETURN20240417,2024-08-14,P05,C01,17,changed_mind,397.01,False
RETURN20240418,2024-01-23,P05,C01,5,shipping_damage,119.36,False
RETURN20240419,2024-08-24,P02,C06,2,changed_mind,79.44,True
RETURN20240420,2024-04-25,P02,C06,7,duplicate,111.13,False
RETURN20240421,2024-02-05,P02,C05,17,changed_mind,317.65,False
RETURN20240422,2024-01-30,P01,C06,3,other,45.47,True
RETURN20240423,2024-06-13,P03,C01,5,changed_mind,121.09,True
RETURN20240424,2024-10-15,P01,C04,19,changed_mind,597.7,True
RETURN20240425,2024-10-15,P05,C01,1,duplicate,25.64,False
RETURN20240426,2024-05-24,P06,C05,13,changed_mind,245.58,False
RETURN20240427,2024-06-25,P06,C04,16,changed_mind,271.95,False
RETURN20240428,2024-04-24,P02,C03,6,duplicate,275.19,True
RETURN20240429,2024-07-07,P06,C01,14,changed_mind,141.99,False
RETURN20240430,2024-12-29,P05,C02,13,shipping_damage,157.42,False
RETURN20240431,2024-08-03,P04,C04,15,duplicate,538.28,False
RETURN20240432,2024-06-15,P06,C04,5,changed_mind,65.73,True
RETURN20240433,2024-10-18,P02,C06,20,duplicate,586.34,False
RETURN20240434,2024-07-10,P06,C03,7,duplicate,72.21,False
RETURN20240435,2024-06-02,P05,C04,2,shipping_damage,35.07,True
RETURN20240436,2024-12-03,P04,C05,14,duplicate,278.98,True
RETURN20240437,2024-07-16,P05,C06,6,other,127.06,False
RETURN20240438,2024-10-21,P02,C02,14,changed_mind,519.7,True
RETURN20240439,2024-09-06,P03,C05,20,quality_issue,950.15,True
RETURN20240440,2024-02-13,P01,C01,2,quality_issue,44.12,False
RETURN20240441,2024-04-13,P06,C02,7,quality_issue,96.4,False
RETURN20240442,2024-10-25,P04,C04,11,shipping_damage,352.86,True
RETURN20240443,2024-03-18,P02,C04,4,other,106.7,False
RETURN20240444,2024-12-24,P03,C06,8,changed_mind,489.26,True
RETURN20240445,2024-01-21,P02,C04,16,changed_mind,560.34,False
RETURN20240446,2024-08-13,P05,C05,6,quality_issue,151.02,False
RETURN20240447,2024-06-22,P01,C03,3,other,63.14,False
RETURN20240448,2024-03-17,P01,C06,7,shipping_damage,170.54,True
RETURN20240449,2024-06-30,P05,C04,1,other,16.89,True
RETURN20240450,2024-07-05,P03,C02,17,other,904.61,True
RETURN20240451,2024-09-07,P03,C02,2,shipping_damage,65.78,False
RETURN20240452,2024-06-21,P01,C03,15,shipping_damage,445.4,True
RETURN20240453,2024-11-15,P01,C06,19,duplicate,343.24,False
RETURN20240454,2024-07-13,P04,C01,9,shipping_damage,308.62,False
RETURN20240455,2024-07-27,P06,C03,5,shipping_damage,93.3,False
RETURN20240456,2024-05-24,P03,C01,15,quality_issue,845.37,False
RETURN20240457,2024-09-17,P01,C01,5,quality_issue,111.8,True
RETURN20240458,2024-07-10,P01,C02,19,quality_issue,737.03,True
RETURN20240459,2024-01-07,P06,C03,20,other,333.43,False
RETURN20240460,2024-11-19,P03,C06,4,quality_issue,197.36,True
RETURN20240461,2024-02-11,P02,C01,3,changed_mind,57.47,True
RETURN20240462,2024-07-17,P03,C06,17,changed_mind,772.3,False
RETURN20240463,2024-11-05,P06,C02,16,other,333.89,True
RETURN20240464,2024-08-14,P02,C05,1,changed_mind,20.76,True
RETURN20240465,2024-12-24,P01,C06,3,shipping_damage,95.36,True
RETURN20240466,2024-03-24,P04,C06,19,duplicate,688.36,False
RETURN20240467,2024-04-21,P04,C03,12,other,260.27,False
RETURN20240468,2024-05-24,P02,C01,2,shipping_damage,71.99,True
RETURN20240469,2024-11-13,P04,C01,15,quality_issue,424.22,False
RETURN20240470,2024-12-23,P06,C05,3,shipping_damage,47.54,False
RETURN20240471,2024-07-08,P04,C03,16,changed_mind,435.28,True
RETURN20240472,2024-01-22,P06,C03,14,duplicate,191.15,False
RETURN20240473,2024-08-25,P04,C04,5,duplicate,161.51,True
RETURN20240474,2024-03-12,P03,C04,5,quality_issue,187.51,True
RETURN20240475,2024-03-18,P05,C02,7,duplicate,111.74,False
RETURN20240476,2024-06-21,P02,C01,16,shipping_damage,587.56,False
RETURN20240477,2024-04-26,P02,C04,20,duplicate,567.75,True
RETURN20240478,2024-09-06,P06,C01,12,quality_issue,302.79,False
RETURN20240479,2024-11-07,P03,C02,8,duplicate,417.03,False
RETURN20240480,2024-09-08,P01,C03,6,shipping_damage,186.36,False
RETURN20240481,2024-11-09,P01,C05,5,shipping_damage,166.54,True
RETURN20240482,2024-07-08,P05,C04,3,shipping_damage,44.66,True
RETURN20240483,2024-06-16,P06,C02,11,duplicate,232.99,False
RETURN20240484,2024-10-22,P03,C06,7,shipping_damage,386.59,True
RETURN20240485,2024-12-28,P05,C05,8,changed_mind,149.92,False
RETURN20240486,2024-01-10,P03,C05,4,changed_mind,176.9,True
RETURN20240487,2024-09-27,P04,C04,20,shipping_damage,491.63,False
RETURN20240488,2024-04-08,P03,C06,5,quality_issue,193.23,True
RETURN20240489,2024-11-20,P01,C03,12,duplicate,371.13,False
RETURN20240490,2024-06-12,P04,C03,20,changed_mind,1046.47,True
RETURN20240491,2024-11-01,P05,C01,10,changed_mind,190.51,False
RETURN20240492,2024-05-07,P04,C04,1,changed_mind,24.37,True
RETURN20240493,2024-01-15,P06,C06,14,duplicate,262.37,True
RETURN20240494,2024-08-16,P06,C04,18,duplicate,338.77,True
RETURN20240495,2024-05-20,P04,C03,7,duplicate,220.07,True
RETURN20240496,2024-06-14,P01,C01,2,other,57.8,True
RETURN20240497,2024-06-10,P06,C04,18,duplicate,302.04,False
RETURN20240498,2024-04-01,P03,C05,2,shipping_damage,88.73,True
RETURN20240499,2024-09-18,P01,C06,5,quality_issue,92.41,True
RETURN20240500,2024-09-24,P02,C06,8,shipping_damage,303.24,False
RETURN20240501,2024-02-11,P04,C03,3,other,67.69,False
RETURN20240502,2024-11-24,P04,C06,5,quality_issue,243.65,False
RETURN20240503,2024-03-22,P01,C03,8,other,118.31,True
RETURN20240504,2024-09-02,P01,C01,8,changed_mind,326.89,True
RETURN20240505,2024-09-13,P03,C03,13,duplicate,313.11,False
RETURN20240506,2024-09-09,P01,C06,14,quality_issue,282.79,True
RETURN20240507,2024-04-16,P02,C05,16,quality_issue,447.35,False
RETURN20240508,2024-09-17,P02,C04,7,quality_issue,259.05,False
RETURN20240509,2024-05-16,P05,C03,17,changed_mind,364.62,False
RETURN20240510,2024-06-20,P02,C03,9,shipping_damage,243.12,False
RETURN20240511,2024-11-04,P06,C06,17,changed_mind,209.18,True
RETURN20240512,2024-07-17,P01,C06,7,other,219.68,False
RETURN20240513,2024-12-19,P06,C02,19,shipping_damage,319.76,True
RETURN20240514,2024-10-17,P03,C02,17,quality_issue,464.62,True
RETURN20240515,2024-06-19,P02,C04,13,duplicate,564.41,True
RETURN20240516,2024-09-08,P04,C05,20,changed_mind,442.66,True
RETURN20240517,2024-01-01,P01,C05,2,shipping_damage,81.96,False
RETURN20240518,2024-08-15,P04,C06,19,quality_issue,462.82,True
RETURN20240519,2024-11-26,P02,C04,12,duplicate,361.41,False
RETURN20240520,2024-01-18,P01,C03,5,changed_mind,85.75,True
RETURN20240521,2024-08-31,P02,C01,4,changed_mind,101.63,False
RETURN20240522,2024-05-18,P01,C06,19,changed_mind,385.7,False
RETURN20240523,2024-12-13,P04,C01,2,duplicate,69.06,True
RETURN20240524,2024-10-22,P01,C06,3,shipping_damage,107.25,False
RETURN20240525,2024-04-13,P03,C01,9,changed_mind,303.75,False
RETURN20240526,2024-01-01,P06,C01,19,duplicate,349.52,False
RETURN20240527,2024-04-28,P06,C06,2,quality_issue,34.12,False
RETURN20240528,2024-08-29,P05,C02,12,shipping_damage,265.99,True
RETURN20240529,2024-06-13,P06,C06,12,other,175.49,False
RETURN20240530,2024-06-26,P03,C02,16,duplicate,588.49,False
RETURN20240531,2024-02-14,P05,C03,5,shipping_damage,97.51,False
RETURN20240532,2024-10-03,P06,C02,2,changed_mind,34.55,True
RETURN20240533,2024-10-20,P02,C02,13,duplicate,463.03,True
RETURN20240534,2024-09-23,P01,C05,1,other,30.06,True
RETURN20240535,2024-04-26,P06,C06,11,shipping_damage,217.45,False
RETURN20240536,2024-10-07,P04,C05,13,shipping_damage,565.17,True
RETURN20240537,2024-04-25,P06,C06,15,changed_mind,273.45,True
RETURN20240538,2024-09-10,P02,C01,10,duplicate,224.76,True
RETURN20240539,2024-10-04,P06,C01,7,quality_issue,84.38,True
RETURN20240540,2024-04-05,P06,C01,3,quality_issue,43.35,False
RETURN20240541,2024-12-04,P04,C01,20,duplicate,638.79,False
RETURN20240542,2024-08-07,P05,C05,16,other,170.87,False
RETURN20240543,2024-01-17,P04,C03,12,duplicate,542.23,False
RETURN20240544,2024-10-02,P01,C04,19,shipping_damage,753.38,False
RETURN20240545,2024-01-14,P04,C01,16,quality_issue,617.29,True
RETURN20240546,2024-02-12,P02,C06,4,shipping_damage,87.55,False
RETURN20240547,2024-01-18,P03,C03,18,duplicate,573.97,False
RETURN20240548,2024-02-18,P01,C06,5,quality_issue,195.49,False
RETURN20240549,2024-02-05,P05,C02,15,other,229.31,True
RETURN20240550,2024-05-09,P05,C01,17,duplicate,245.6,True
RETURN20240551,2024-01-21,P03,C05,11,changed_mind,629.05,True
RETURN20240552,2024-04-11,P04,C04,8,changed_mind,337.64,True
RETURN20240553,2024-06-03,P02,C02,11,other,447.91,True
RETURN20240554,2024-12-31,P04,C06,4,changed_mind,91.95,True
RETURN20240555,2024-08-12,P04,C03,14,other,646.9,False
RETURN20240556,2024-11-21,P05,C01,14,shipping_damage,233.79,False
RETURN20240557,2024-02-04,P01,C01,9,shipping_damage,260.01,True
RETURN20240558,2024-03-11,P01,C01,6,changed_mind,173.97,False
RETURN20240559,2024-12-03,P05,C03,18,quality_issue,436.35,True
RETURN20240560,2024-10-25,P04,C01,18,changed_mind,416.83,True
RETURN20240561,2024-12-25,P04,C01,12,quality_issue,266.19,False
RETURN20240562,2024-10-26,P05,C01,10,changed_mind,160.3,True
RETURN20240563,2024-09-02,P02,C02,16,changed_mind,292.32,False
RETURN20240564,2024-10-10,P06,C06,18,quality_issue,214.1,True
RETURN20240565,2024-09-18,P02,C01,16,quality_issue,491.1,True
RETURN20240566,2024-11-16,P04,C06,12,shipping_damage,448.19,False
RETURN20240567,2024-01-22,P03,C04,1,shipping_damage,34.4,True
RETURN20240568,2024-03-06,P04,C05,17,changed_mind,526.03,False
RETURN20240569,2024-09-11,P01,C04,20,quality_issue,526.24,True
RETURN20240570,2024-11-24,P01,C03,9,duplicate,275.23,False
RETURN20240571,2024-06-04,P05,C05,11,duplicate,214.67,False
RETURN20240572,2024-12-18,P05,C06,18,other,379.35,True
RETURN20240573,2024-08-28,P03,C01,16,other,724.11,True
RETURN20240574,2024-05-08,P06,C03,9,other,160.25,False
RETURN20240575,2024-06-14,P02,C05,7,shipping_damage,141.1,False
RETURN20240576,2024-09-22,P06,C04,9,duplicate,161.95,True
RETURN20240577,2024-11-09,P02,C06,10,shipping_damage,323.2,False
RETURN20240578,2024-04-14,P04,C05,17,shipping_damage,671.61,True
RETURN20240579,2024-11-02,P06,C03,6,duplicate,93.76,False
RETURN20240580,2024-09-04,P06,C03,19,shipping_damage,209.21,True
RETURN20240581,2024-05-09,P01,C04,18,quality_issue,328.91,False
RETURN20240582,2024-09-10,P04,C05,19,other,805.57,True
RETURN20240583,2024-05-16,P01,C04,16,duplicate,422.69,False
RETURN20240584,2024-03-02,P02,C02,4,quality_issue,65.44,True
RETURN20240585,2024-05-22,P01,C05,18,quality_issue,654.65,False
RETURN20240586,2024-04-14,P01,C06,19,quality_issue,406.08,False
RETURN20240587,2024-05-25,P04,C02,8,other,301.71,False
RETURN20240588,2024-10-09,P03,C02,5,other,153.41,True
RETURN20240589,2024-03-28,P04,C02,18,changed_mind,434.43,False
RETURN20240590,2024-09-05,P01,C01,8,changed_mind,180.0,True
RETURN20240591,2024-03-29,P02,C03,4,shipping_damage,97.89,False
RETURN20240592,2024-08-16,P02,C02,4,duplicate,147.38,False
RETURN20240593,2024-03-17,P06,C04,20,quality_issue,356.55,False
RETURN20240594,2024-04-15,P06,C04,14,other,207.6,True
RETURN20240595,2024-09-12,P05,C05,13,other,181.11,True
RETURN20240596,2024-12-26,P01,C05,13,duplicate,244.87,False
RETURN20240597,2024-06-29,P04,C03,8,changed_mind,278.88,False
RETURN20240598,2024-01-13,P06,C05,8,quality_issue,128.86,True
RETURN20240599,2024-07-18,P05,C03,12,duplicate,196.66,False
RETURN20240600,2024-08-05,P01,C04,9,shipping_damage,210.84,False
RETURN20240601,2024-09-02,P02,C02,8,other,269.62,True
RETURN20240602,2024-01-19,P04,C03,2,quality_issue,93.86,True
RETURN20240603,2024-02-17,P05,C06,18,quality_issue,298.6,False
RETURN20240604,2024-08-19,P02,C03,5,shipping_damage,206.91,True
RETURN20240605,2024-04-27,P04,C03,6,changed_mind,302.59,True
RETURN20240606,2024-10-20,P06,C06,6,duplicate,131.8,True
RETURN20240607,2024-04-30,P01,C02,20,quality_issue,715.45,False
RETURN20240608,2024-04-01,P05,C01,15,shipping_damage,324.97,True
RETURN20240609,2024-09-30,P02,C02,1,changed_mind,34.62,True
RETURN20240610,2024-09-13,P05,C01,13,quality_issue,208.71,True
RETURN20240611,2024-05-03,P05,C03,19,duplicate,275.08,True
RETURN20240612,2024-12-29,P01,C06,8,other,252.54,True
RETURN20240613,2024-07-12,P02,C01,10,duplicate,332.72,False
RETURN20240614,2024-10-08,P05,C06,13,duplicate,354.56,False
RETURN20240615,2024-11-06,P05,C06,13,other,339.96,True
RETURN20240616,2024-09-14,P04,C02,2,other,102.46,False
RETURN20240617,2024-02-29,P05,C04,13,shipping_damage,128.13,False
RETURN20240618,2024-04-11,P01,C02,14,changed_mind,387.62,True
RETURN20240619,2024-11-28,P03,C04,8,changed_mind,413.24,False
RETURN20240620,2024-09-06,P04,C04,15,changed_mind,530.29,False
RETURN20240621,2024-01-27,P02,C02,4,quality_issue,95.73,False
RETURN20240622,2024-11-30,P04,C01,20,other,753.58,True
RETURN20240623,2024-09-02,P01,C03,11,other,197.68,True
RETURN20240624,2024-03-15,P06,C06,18,quality_issue,283.38,False
RETURN20240625,2024-01-13,P04,C04,11,duplicate,376.67,False
RETURN20240626,2024-05-25,P03,C01,17,duplicate,869.12,False
RETURN20240627,2024-09-20,P01,C06,18,other,520.33,True
RETURN20240628,2024-07-12,P03,C06,15,shipping_damage,432.01,True
RETURN20240629,2024-02-17,P05,C04,9,quality_issue,91.91,True
RETURN20240630,2024-03-09,P02,C04,19,changed_mind,480.79,False
RETURN20240631,2024-04-17,P01,C01,6,shipping_damage,213.33,True
RETURN20240632,2024-04-22,P04,C02,16,duplicate,711.32,False
RETURN20240633,2024-11-11,P06,C03,16,shipping_damage,305.67,False
RETURN20240634,2024-11-19,P06,C03,17,other,263.72,False
RETURN20240635,2024-10-31,P02,C02,1,shipping_damage,24.04,False
RETURN20240636,2024-09-12,P06,C04,2,shipping_damage,45.47,False
RETURN20240637,2024-02-24,P02,C05,8,changed_mind,332.38,True
RETURN20240638,2024-08-25,P02,C01,18,duplicate,635.08,False
RETURN20240639,2024-10-17,P03,C03,3,other,113.83,True
RETURN20240640,2024-06-09,P01,C04,13,changed_mind,350.32,True
RETURN20240641,2024-06-19,P03,C01,10,duplicate,535.41,False
RETURN20240642,2024-10-28,P02,C04,14,shipping_damage,331.55,True
RETURN20240643,2024-06-21,P02,C05,11,quality_issue,206.1,True
RETURN20240644,2024-01-05,P02,C05,14,quality_issue,563.05,True
RETURN20240645,2024-01-27,P01,C04,6,shipping_damage,215.31,False
RETURN20240646,2024-12-13,P06,C06,12,quality_issue,118.11,False
RETURN20240647,2024-06-18,P01,C01,19,quality_issue,528.53,True
RETURN20240648,2024-03-28,P04,C04,4,shipping_damage,158.19,True
RETURN20240649,2024-11-09,P03,C02,3,shipping_damage,83.44,True
RETURN20240650,2024-09-11,P05,C02,10,shipping_damage,185.75,False
RETURN20240651,2024-08-19,P03,C05,10,duplicate,361.1,True
RETURN20240652,2024-06-07,P06,C03,7,changed_mind,128.66,True
RETURN20240653,2024-02-10,P01,C05,4,duplicate,67.48,True
RETURN20240654,2024-05-24,P03,C06,11,duplicate,428.06,True
RETURN20240655,2024-11-25,P06,C06,18,shipping_damage,430.54,True
RETURN20240656,2024-08-30,P06,C01,12,changed_mind,157.11,True
RETURN20240657,2024-01-17,P03,C04,6,duplicate,296.81,False
RETURN20240658,2024-12-29,P03,C04,5,duplicate,247.51,True
RETURN20240659,2024-01-04,P02,C03,14,shipping_damage,252.58,True
RETURN20240660,2024-05-02,P05,C05,16,changed_mind,373.64,False
RETURN20240661,2024-01-20,P01,C06,12,other,304.19,True
RETURN20240662,2024-02-23,P04,C05,7,shipping_damage,288.17,False
RETURN20240663,2024-09-28,P04,C05,19,other,528.15,True
RETURN20240664,2024-08-20,P06,C05,18,duplicate,165.33,False
RETURN20240665,2024-01-10,P04,C05,3,duplicate,155.74,True
RETURN20240666,2024-06-10,P05,C02,15,quality_issue,328.07,False
RETURN20240667,2024-07-21,P03,C01,17,changed_mind,923.34,False
RETURN20240668,2024-05-02,P04,C01,14,quality_issue,609.4,False
RETURN20240669,2024-10-01,P05,C04,1,shipping_damage,22.18,True
RETURN20240670,2024-09-11,P05,C02,18,shipping_damage,415.29,True
RETURN20240671,2024-07-18,P05,C06,11,changed_mind,102.39,False
RETURN20240672,2024-02-10,P03,C06,8,quality_issue,225.53,False
RETURN20240673,2024-03-27,P06,C03,9,duplicate,105.83,True
RETURN20240674,2024-07-04,P01,C03,10,other,340.53,True
RETURN20240675,2024-03-20,P01,C01,8,shipping_damage,285.8,True
RETURN20240676,2024-08-19,P03,C01,17,other,705.72,True
RETURN20240677,2024-09-03,P06,C05,9,shipping_damage,196.57,False
RETURN20240678,2024-03-31,P04,C02,18,quality_issue,1010.67,True
RETURN20240679,2024-02-02,P02,C02,11,other,213.74,False
RETURN20240680,2024-01-16,P03,C04,14,other,656.19,False
RETURN20240681,2024-04-18,P02,C02,20,other,727.02,True
RETURN20240682,2024-04-26,P06,C04,18,duplicate,260.3,False
RETURN20240683,2024-04-11,P01,C01,15,other,335.86,False
RETURN20240684,2024-11-28,P03,C04,1,duplicate,27.73,True
RETURN20240685,2024-10-31,P05,C05,4,duplicate,72.23,False
RETURN20240686,2024-03-02,P05,C01,11,other,240.56,False
RETURN20240687,2024-01-20,P01,C01,10,changed_mind,334.59,False
RETURN20240688,2024-03-19,P03,C03,14,other,547.3,False
RETURN20240689,2024-06-06,P06,C03,14,shipping_damage,174.76,True
RETURN20240690,2024-03-11,P05,C05,20,shipping_damage,247.38,False
RETURN20240691,2024-06-19,P03,C01,6,other,315.64,True
RETURN20240692,2024-01-26,P03,C03,18,quality_issue,988.03,False
RETURN20240693,2024-10-09,P06,C03,4,quality_issue,58.55,False
RETURN20240694,2024-02-17,P06,C03,9,changed_mind,93.85,True
RETURN20240695,2024-02-24,P04,C01,16,duplicate,662.11,False
RETURN20240696,2024-03-22,P05,C05,8,changed_mind,93.25,True
RETURN20240697,2024-11-18,P01,C04,7,changed_mind,140.77,True
RETURN20240698,2024-07-27,P01,C06,17,other,637.07,True
RETURN20240699,2024-09-09,P05,C02,2,other,40.47,True
RETURN20240700,2024-09-27,P03,C03,5,other,183.56,False
RETURN20240701,2024-05-17,P02,C05,4,shipping_damage,136.5,False
RETURN20240702,2024-01-01,P01,C04,19,shipping_damage,575.36,True
RETURN20240703,2024-11-24,P05,C01,8,quality_issue,99.76,True
RETURN20240704,2024-01-24,P06,C01,13,changed_mind,157.06,True
RETURN20240705,2024-10-21,P01,C06,7,quality_issue,185.0,False
RETURN20240706,2024-04-15,P04,C02,5,quality_issue,261.86,False
RETURN20240707,2024-07-29,P04,C06,17,duplicate,759.19,True
RETURN20240708,2024-04-15,P04,C03,7,changed_mind,279.62,False
RETURN20240709,2024-08-11,P01,C03,1,changed_mind,16.31,True
RETURN20240710,2024-08-22,P05,C03,7,shipping_damage,82.54,False
RETURN20240711,2024-03-31,P04,C01,16,other,384.01,False
RETURN20240712,2024-06-27,P03,C06,8,shipping_damage,421.76,False
RETURN20240713,2024-05-18,P02,C04,8,changed_mind,128.0,True
RETURN20240714,2024-11-26,P04,C04,8,other,332.43,True
RETURN20240715,2024-02-26,P03,C06,12,quality_issue,388.79,False
RETURN20240716,2024-07-25,P01,C01,19,quality_issue,436.03,False
RETURN20240717,2024-05-09,P02,C06,18,other,708.07,True
RETURN20240718,2024-11-17,P04,C05,1,quality_issue,29.43,False
RETURN20240719,2024-10-17,P03,C01,16,quality_issue,740.54,False
RETURN20240720,2024-05-08,P06,C03,19,duplicate,337.31,False
RETURN20240721,2024-02-19,P04,C04,20,changed_mind,592.78,False
RETURN20240722,2024-07-01,P04,C02,18,changed_mind,612.09,True
RETURN20240723,2024-12-19,P01,C01,19,changed_mind,518.01,True
RETURN20240724,2024-04-14,P04,C04,18,quality_issue,474.39,False
RETURN20240725,2024-03-10,P02,C06,7,quality_issue,110.39,True
RETURN20240726,2024-10-27,P04,C01,9,duplicate,471.69,True
RETURN20240727,2024-06-23,P02,C05,4,shipping_damage,134.19,True
RETURN20240728,2024-01-23,P04,C06,9,quality_issue,472.6,False
RETURN20240729,2024-04-20,P04,C03,4,other,103.89,False
RETURN20240730,2024-01-01,P04,C06,12,duplicate,514.66,True
RETURN20240731,2024-01-14,P06,C01,19,shipping_damage,202.55,True
RETURN20240732,2024-04-29,P06,C01,6,changed_mind,66.86,False
RETURN20240733,2024-08-23,P01,C06,15,changed_mind,223.77,True
RETURN20240734,2024-07-06,P06,C03,14,quality_issue,277.89,True
RETURN20240735,2024-08-30,P04,C01,6,other,154.72,False
RETURN20240736,2024-02-25,P01,C02,7,duplicate,113.37,True
RETURN20240737,2024-12-24,P02,C03,17,other,721.24,False
RETURN20240738,2024-08-19,P02,C05,18,changed_mind,757.65,False
RETURN20240739,2024-03-29,P05,C04,9,other,114.33,True
RETURN20240740,2024-04-10,P04,C03,13,duplicate,714.46,True
RETURN20240741,2024-12-21,P02,C01,8,other,340.83,True
RETURN20240742,2024-10-13,P04,C04,19,changed_mind,441.27,True
RETURN20240743,2024-10-02,P02,C02,8,other,331.23,True
RETURN20240744,2024-05-03,P05,C05,3,other,32.62,False
RETURN20240745,2024-06-19,P05,C02,6,duplicate,128.11,True
RETURN20240746,2024-03-12,P02,C06,3,other,82.38,False
RETURN20240747,2024-11-20,P05,C01,11,shipping_damage,281.61,False
RETURN20240748,2024-01-16,P01,C01,1,quality_issue,38.58,True
RETURN20240749,2024-02-12,P03,C02,19,changed_mind,696.12,True
RETURN20240750,2024-08-12,P05,C06,12,other,110.89,True
RETURN20240751,2024-06-29,P03,C04,4,other,195.22,False
RETURN20240752,2024-05-13,P02,C01,18,other,636.68,False
RETURN20240753,2024-05-27,P04,C05,3,shipping_damage,104.88,True
RETURN20240754,2024-06-09,P04,C04,2,duplicate,42.8,True
RETURN20240755,2024-01-02,P06,C03,8,shipping_damage,79.95,False
RETURN20240756,2024-09-28,P02,C04,13,changed_mind,350.03,False
RETURN20240757,2024-09-18,P02,C03,12,shipping_damage,295.94,True
RETURN20240758,2024-10-22,P04,C06,2,quality_issue,84.48,True
RETURN20240759,2024-07-27,P02,C02,14,other,434.35,False
RETURN20240760,2024-01-09,P05,C06,17,quality_issue,170.49,True
RETURN20240761,2024-03-03,P04,C03,17,other,812.97,True
RETURN20240762,2024-05-13,P06,C06,9,changed_mind,167.82,False
RETURN20240763,2024-09-12,P02,C05,7,changed_mind,202.27,True
RETURN20240764,2024-07-23,P03,C02,5,changed_mind,248.18,False
RETURN20240765,2024-03-28,P05,C05,10,changed_mind,98.7,False
RETURN20240766,2024-03-07,P03,C06,17,quality_issue,564.22,False
RETURN20240767,2024-02-12,P04,C01,13,duplicate,321.69,False
RETURN20240768,2024-05-28,P01,C02,13,shipping_damage,323.05,True
RETURN20240769,2024-05-30,P02,C06,1,duplicate,26.52,False
RETURN20240770,2024-05-23,P03,C05,19,other,848.44,True
RETURN20240771,2024-04-25,P06,C01,12,other,189.37,False
RETURN20240772,2024-06-18,P06,C02,15,quality_issue,290.45,False
RETURN20240773,2024-01-20,P03,C06,2,shipping_damage,68.2,True
RETURN20240774,2024-04-16,P03,C02,17,shipping_damage,887.89,True
RETURN20240775,2024-07-21,P06,C02,5,quality_issue,54.82,False
RETURN20240776,2024-09-26,P04,C06,4,other,216.97,True
RETURN20240777,2024-10-30,P01,C06,7,changed_mind,175.58,False
RETURN20240778,2024-04-25,P01,C04,2,quality_issue,79.28,False
RETURN20240779,2024-06-16,P04,C01,15,duplicate,770.87,True
RETURN20240780,2024-01-06,P02,C02,1,quality_issue,34.23,False
RETURN20240781,2024-07-31,P01,C05,5,other,203.37,True
RETURN20240782,2024-12-18,P04,C03,16,duplicate,484.59,False
RETURN20240783,2024-11-01,P01,C06,14,other,485.28,False
RETURN20240784,2024-07-07,P05,C03,5,quality_issue,79.5,True
RETURN20240785,2024-03-04,P05,C06,19,other,262.93,True
RETURN20240786,2024-07-22,P05,C04,11,other,140.65,False
RETURN20240787,2024-04-09,P02,C06,6,other,206.03,True
RETURN20240788,2024-02-07,P02,C04,9,duplicate,154.61,False
RETURN20240789,2024-01-19,P06,C06,10,other,138.74,True
RETURN20240790,2024-07-06,P06,C01,11,duplicate,159.48,True
RETURN20240791,2024-09-22,P06,C01,4,duplicate,86.17,True
RETURN20240792,2024-01-22,P02,C01,17,shipping_damage,476.08,True
RETURN20240793,2024-01-14,P04,C02,15,changed_mind,327.67,True
RETURN20240794,2024-04-21,P03,C03,12,duplicate,448.31,True
RETURN20240795,2024-08-11,P05,C01,16,duplicate,272.25,True
RETURN20240796,2024-11-14,P02,C05,9,quality_issue,162.02,False
RETURN20240797,2024-10-10,P01,C05,15,shipping_damage,355.73,False
RETURN20240798,2024-12-07,P05,C06,17,quality_issue,207.36,False
RETURN20240799,2024-11-10,P06,C01,2,shipping_damage,28.8,True
RETURN20240800,2024-11-06,P01,C05,12,other,430.87,False
RETURN20240801,2024-05-26,P05,C02,1,duplicate,26.9,True
RETURN20240802,2024-07-25,P05,C06,19,duplicate,431.06,False
RETURN20240803,2024-12-02,P03,C05,20,duplicate,536.83,False
RETURN20240804,2024-03-15,P05,C03,19,other,255.02,False
RETURN20240805,2024-10-16,P01,C03,1,shipping_damage,30.82,True
RETURN20240806,2024-03-30,P02,C01,6,changed_mind,150.43,True
RETURN20240807,2024-08-08,P04,C05,18,quality_issue,676.09,True
RETURN20240808,2024-10-12,P04,C02,13,duplicate,621.98,True
RETURN20240809,2024-11-24,P04,C02,7,changed_mind,257.35,True
RETURN20240810,2024-06-15,P06,C06,20,changed_mind,482.18,True
RETURN20240811,2024-12-02,P05,C01,10,shipping_damage,269.31,True
RETURN20240812,2024-03-13,P06,C05,20,quality_issue,337.4,True
RETURN20240813,2024-07-26,P05,C03,18,duplicate,380.67,True
RETURN20240814,2024-10-08,P04,C05,13,quality_issue,654.86,True
RETURN20240815,2024-01-08,P05,C04,14,changed_mind,285.02,False
