sale_id,date,product_id,customer_id,quantity,unit_price,sales_amount
SALE20240463,2024-02-14,P02,C04,15,52.57,796.48
SALE20240464,2024-02-22,P01,C01,12,50.47,606.39
SALE20240465,2024-06-15,P04,C01,10,70.16,670.74
SALE20240466,2024-10-13,P02,C05,17,51.87,833.52
SALE20240467,2024-03-12,P03,C03,9,70.77,665.08
SALE20240468,2024-08-10,P03,C04,10,70.87,737.67
SALE20240469,2024-05-08,P02,C06,16,50.90,855.76
SALE20240470,2024-02-24,P02,C03,1,51.62,57.21
SALE20240471,2024-11-13,P04,C03,15,70.40,989.91
SALE20240472,2024-11-29,P05,C02,10,33.85,312.38
SALE20240473,2024-04-12,P04,C03,6,71.45,447.55
SALE20240474,2024-05-29,P06,C06,16,30.59,520.53
SALE20240475,2024-06-15,P04,C03,13,71.20,863.30
SALE20240476,2024-04-12,P05,C05,6,32.56,201.46
SALE20240477,2024-08-24,P06,C02,15,30.74,472.82
SALE20240478,2024-02-05,P04,C06,16,66.90,1013.20
SALE20240479,2024-05-09,P06,C02,14,28.48,440.58
SALE20240480,2024-11-02,P04,C05,13,71.14,893.35
SALE20240481,2024-12-20,P04,C05,2,67.29,144.44
SALE20240482,2024-10-01,P05,C06,3,31.58,89.61
SALE20240483,2024-12-06,P03,C02,20,77.58,1345.11
SALE20240484,2024-12-12,P06,C04,11,29.54,357.73
SALE20240485,2024-01-06,P01,C03,8,50.08,400.77
SALE20240486,2024-10-24,P06,C05,8,29.43,235.42
SALE20240487,2024-12-13,P05,C06,17,34.01,512.33
SALE20240488,2024-09-04,P01,C03,14,47.92,758.72
SALE20240489,2024-03-13,P03,C03,11,71.83,806.73
SALE20240490,2024-09-04,P03,C04,4,75.46,292.34
SALE20240491,2024-06-12,P01,C03,2,48.07,106.18
SALE20240492,2024-06-24,P06,C01,6,30.47,193.85
SALE20240493,2024-09-21,P02,C05,6,52.11,304.35
SALE20240494,2024-08-24,P02,C04,6,53.33,295.24
SALE20240495,2024-07-21,P01,C06,20,49.74,1076.40
SALE20240496,2024-08-07,P04,C01,7,69.97,449.64
SALE20240497,2024-02-02,P05,C01,18,31.84,546.69
SALE20240498,2024-08-22,P01,C03,16,50.69,804.27
SALE20240499,2024-11-01,P04,C05,13,67.21,902.69
SALE20240500,2024-08-22,P05,C02,10,32.69,351.13
SALE20240501,2024-12-10,P02,C03,4,50.49,199.02
SALE20240502,2024-07-10,P06,C02,17,30.04,494.47
SALE20240503,2024-10-21,P04,C04,6,68.51,408.41
SALE20240504,2024-11-26,P02,C05,6,50.61,314.35
SALE20240505,2024-06-10,P04,C05,2,71.33,146.48
SALE20240506,2024-09-05,P02,C02,13,52.53,745.81
SALE20240507,2024-09-10,P04,C06,16,70.57,1073.57
SALE20240508,2024-09-07,P02,C01,19,53.87,903.91
SALE20240509,2024-05-29,P01,C03,8,48.33,402.93
SALE20240510,2024-08-22,P05,C06,16,31.15,523.56
SALE20240511,2024-02-28,P03,C05,12,75.90,895.47
SALE20240512,2024-08-13,P05,C02,14,33.47,417.53
SALE20240513,2024-05-06,P03,C01,15,76.68,1057.34
SALE20240514,2024-02-14,P04,C01,8,69.87,514.32
SALE20240515,2024-12-18,P03,C06,20,71.53,1519.30
SALE20240516,2024-03-12,P02,C02,2,52.67,106.47
SALE20240517,2024-11-01,P05,C02,11,31.73,390.54
SALE20240518,2024-10-20,P03,C05,4,75.85,274.43
SALE20240519,2024-07-29,P01,C03,5,48.15,260.02
SALE20240520,2024-03-15,P06,C03,8,30.27,250.45
SALE20240521,2024-09-07,P02,C05,9,51.84,484.58
SALE20240522,2024-02-08,P06,C01,13,29.09,387.96
SALE20240523,2024-07-07,P04,C04,11,70.77,763.06
SALE20240524,2024-02-17,P06,C04,12,30.63,382.00
SALE20240525,2024-07-22,P02,C04,7,51.57,367.11
SALE20240526,2024-05-25,P03,C05,19,76.61,1302.12
SALE20240527,2024-06-24,P06,C01,2,30.59,54.73
SALE20240528,2024-08-23,P01,C01,6,47.49,296.42
SALE20240529,2024-08-07,P02,C06,5,51.46,282.56
SALE20240530,2024-05-20,P01,C06,12,49.35,569.93
SALE20240531,2024-11-28,P02,C01,13,53.69,699.64
SALE20240532,2024-04-29,P04,C06,3,64.84,213.09
SALE20240533,2024-09-01,P01,C02,19,50.89,897.80
SALE20240534,2024-01-05,P01,C06,11,52.43,584.77
SALE20240535,2024-08-04,P06,C02,16,29.40,435.14
SALE20240536,2024-02-22,P01,C03,12,48.18,645.59
SALE20240537,2024-03-09,P06,C06,5,29.94,135.91
SALE20240538,2024-11-08,P06,C02,15,28.90,432.97
SALE20240539,2024-03-18,P04,C05,15,65.43,1097.45
SALE20240540,2024-02-21,P02,C01,19,51.72,1043.39
SALE20240541,2024-08-07,P03,C02,8,70.92,565.59
SALE20240542,2024-10-10,P05,C05,20,33.83,620.13
SALE20240543,2024-01-14,P06,C03,7,29.78,208.99
SALE20240544,2024-07-19,P03,C06,2,76.17,156.40
SALE20240545,2024-05-02,P04,C04,4,69.19,258.86
SALE20240546,2024-02-06,P05,C01,12,31.21,422.54
SALE20240547,2024-10-18,P04,C03,18,70.04,1273.45
SALE20240548,2024-02-07,P01,C05,3,48.57,135.39
SALE20240549,2024-01-31,P04,C05,10,68.26,700.05
SALE20240550,2024-07-31,P04,C06,13,68.50,813.15
SALE20240551,2024-11-11,P02,C03,3,52.56,151.51
SALE20240552,2024-04-14,P02,C05,11,53.21,564.88
SALE20240553,2024-11-28,P06,C06,3,29.56,85.86
SALE20240554,2024-05-02,P01,C02,3,48.07,162.71
SALE20240555,2024-11-09,P05,C01,10,32.91,334.76
SALE20240556,2024-03-30,P01,C01,5,48.31,260.02
SALE20240557,2024-06-26,P05,C05,9,31.19,272.18
SALE20240558,2024-05-17,P06,C01,1,29.54,28.77
SALE20240559,2024-09-25,P01,C03,19,49.97,974.04
SALE20240560,2024-09-18,P03,C01,16,71.53,1269.10
SALE20240561,2024-03-21,P03,C01,19,71.15,1454.96
SALE20240562,2024-09-17,P01,C01,1,49.85,47.44
SALE20240563,2024-07-15,P02,C02,2,54.67,106.11
SALE20240564,2024-12-01,P04,C02,11,71.09,712.95
SALE20240565,2024-06-12,P03,C01,19,74.02,1370.23
SALE20240566,2024-01-27,P02,C02,17,54.88,978.43
SALE20240567,2024-02-05,P04,C03,10,68.61,658.93
SALE20240568,2024-01-05,P03,C02,10,72.55,749.44
SALE20240569,2024-11-14,P02,C04,12,52.47,641.55
SALE20240570,2024-04-10,P06,C05,8,31.04,221.37
SALE20240571,2024-01-13,P02,C05,12,53.52,647.13
SALE20240572,2024-01-05,P03,C01,13,75.68,1029.15
SALE20240573,2024-02-23,P02,C05,8,54.92,413.26
SALE20240574,2024-03-13,P06,C03,3,28.95,81.11
SALE20240575,2024-09-23,P04,C06,12,69.94,812.20
SALE20240576,2024-10-24,P01,C05,5,49.46,256.81
SALE20240577,2024-10-30,P05,C01,14,31.20,468.34
SALE20240578,2024-05-29,P03,C03,13,75.74,1000.62
SALE20240579,2024-06-11,P04,C03,8,66.22,499.56
SALE20240580,2024-10-26,P01,C02,4,49.82,186.54
SALE20240581,2024-07-27,P01,C05,12,48.53,655.63
SALE20240582,2024-06-06,P04,C03,4,70.35,250.64
SALE20240583,2024-06-04,P06,C06,20,30.75,540.30
SALE20240584,2024-06-16,P02,C01,8,51.96,459.35
SALE20240585,2024-01-26,P06,C03,9,28.78,284.89
SALE20240586,2024-07-26,P04,C05,18,67.99,1167.04
SALE20240587,2024-03-12,P01,C01,2,52.40,106.59
SALE20240588,2024-03-07,P02,C04,12,54.80,653.47
SALE20240589,2024-02-13,P05,C05,9,31.02,315.94
SALE20240590,2024-02-03,P02,C06,15,50.36,836.21
SALE20240591,2024-06-18,P01,C01,15,52.11,682.46
SALE20240592,2024-08-09,P06,C04,16,30.30,431.21
SALE20240593,2024-03-29,P03,C02,6,73.60,424.02
SALE20240594,2024-03-17,P01,C05,20,50.73,1023.19
SALE20240595,2024-09-12,P04,C05,16,66.75,996.12
SALE20240596,2024-03-11,P04,C02,17,71.62,1102.04
SALE20240597,2024-10-05,P01,C04,12,51.40,597.44
SALE20240598,2024-06-25,P05,C05,11,31.36,348.44
SALE20240599,2024-06-12,P05,C02,1,33.30,34.96
SALE20240600,2024-01-30,P04,C05,12,71.66,862.71
SALE20240601,2024-03-22,P01,C02,8,51.57,381.25
SALE20240602,2024-01-29,P02,C05,13,54.28,662.68
SALE20240603,2024-03-29,P02,C02,19,53.75,961.19
SALE20240604,2024-07-02,P05,C01,12,32.61,423.60
SALE20240605,2024-10-15,P02,C04,18,52.45,908.91
SALE20240606,2024-02-16,P01,C02,20,50.12,943.57
SALE20240607,2024-01-01,P03,C05,7,72.82,549.75
SALE20240608,2024-03-31,P03,C01,1,75.51,68.79
SALE20240609,2024-03-13,P01,C05,12,49.36,655.14
SALE20240610,2024-12-05,P04,C05,4,67.04,264.08
SALE20240611,2024-03-21,P06,C04,16,28.78,490.20
SALE20240612,2024-10-14,P06,C05,12,30.01,337.24
SALE20240613,2024-03-30,P04,C03,10,69.81,631.63
SALE20240614,2024-12-25,P05,C04,19,32.73,558.03
SALE20240615,2024-11-09,P02,C06,19,52.48,918.52
SALE20240616,2024-06-18,P06,C01,8,29.21,230.71
SALE20240617,2024-11-21,P01,C06,11,48.82,544.02
SALE20240618,2024-05-07,P06,C01,12,28.58,339.63
SALE20240619,2024-01-01,P01,C04,15,52.34,784.73
SALE20240620,2024-07-30,P04,C04,12,65.53,826.54
SALE20240621,2024-09-02,P05,C06,8,31.02,241.71
SALE20240622,2024-01-18,P03,C01,11,71.07,775.11
SALE20240623,2024-06-24,P02,C04,6,52.75,329.62
SALE20240624,2024-02-17,P03,C05,20,75.51,1596.39
SALE20240625,2024-08-08,P06,C02,20,28.73,641.38
SALE20240626,2024-02-21,P03,C02,7,74.40,508.60
SALE20240627,2024-10-03,P03,C06,10,71.01,710.02
SALE20240628,2024-07-20,P05,C05,16,31.95,482.48
SALE20240629,2024-08-06,P01,C03,20,47.98,995.87
SALE20240630,2024-04-15,P02,C06,10,52.36,575.09
SALE20240631,2024-02-29,P03,C04,16,75.19,1181.42
SALE20240632,2024-02-16,P06,C05,13,30.90,362.38
SALE20240633,2024-07-08,P02,C04,2,52.32,100.03
SALE20240634,2024-04-25,P03,C05,2,75.45,137.67
SALE20240635,2024-02-19,P01,C06,12,49.56,636.85
SALE20240636,2024-10-28,P02,C05,2,54.17,112.16
SALE20240637,2024-08-02,P05,C06,16,31.54,525.94
SALE20240638,2024-06-02,P01,C04,2,51.99,100.02
SALE20240639,2024-10-19,P06,C05,5,30.52,137.45
SALE20240640,2024-03-29,P02,C02,7,52.10,340.02
SALE20240641,2024-12-15,P04,C02,5,66.60,364.05
SALE20240642,2024-02-04,P01,C04,18,49.12,881.35
SALE20240643,2024-05-21,P05,C04,1,32.80,34.26
SALE20240644,2024-09-24,P04,C01,14,68.70,888.55
SALE20240645,2024-10-25,P01,C01,19,51.42,1002.91
SALE20240646,2024-10-01,P03,C04,9,73.89,650.42
SALE20240647,2024-11-07,P04,C01,6,65.82,391.11
SALE20240648,2024-11-07,P06,C06,13,30.91,351.07
SALE20240649,2024-06-18,P06,C02,2,31.00,62.42
SALE20240650,2024-07-09,P01,C03,10,51.70,481.00
SALE20240651,2024-12-22,P06,C01,8,31.16,220.60
SALE20240652,2024-08-14,P03,C03,14,70.96,1057.75
SALE20240653,2024-08-14,P02,C04,16,54.43,883.59
SALE20240654,2024-01-29,P05,C02,3,32.42,93.53
SALE20240655,2024-03-10,P05,C05,1,33.62,30.29
SALE20240656,2024-04-12,P01,C02,2,52.08,99.11
SALE20240657,2024-12-26,P02,C03,12,52.53,670.76
SALE20240658,2024-11-21,P01,C06,1,49.93,47.41
SALE20240659,2024-08-16,P02,C04,19,51.68,1007.74
SALE20240660,2024-05-12,P06,C06,3,29.41,85.41
SALE20240661,2024-03-24,P05,C02,8,32.98,266.84
SALE20240662,2024-05-17,P06,C04,17,30.58,457.20
SALE20240663,2024-12-15,P01,C04,5,50.50,257.32
SALE20240664,2024-01-05,P02,C03,20,51.48,1114.07
SALE20240665,2024-12-29,P06,C03,14,30.80,449.44
SALE20240666,2024-08-23,P03,C02,15,74.15,1066.08
SALE20240667,2024-11-15,P04,C05,4,71.66,246.10
SALE20240668,2024-07-10,P05,C06,20,31.75,662.13
SALE20240669,2024-02-25,P04,C01,11,69.21,824.08
SALE20240670,2024-05-21,P03,C06,10,74.13,693.88
SALE20240671,2024-05-03,P01,C05,13,50.89,670.73
SALE20240672,2024-01-14,P06,C04,10,29.51,283.19
SALE20240673,2024-07-17,P06,C01,19,29.96,588.77
SALE20240674,2024-04-07,P03,C06,8,75.02,614.06
SALE20240675,2024-08-31,P06,C03,17,28.77,485.54
SALE20240676,2024-12-02,P05,C02,10,31.19,297.92
SALE20240677,2024-05-12,P06,C05,6,30.94,194.46
SALE20240678,2024-12-01,P01,C02,12,51.85,566.69
SALE20240679,2024-08-03,P03,C03,9,73.73,677.40
SALE20240680,2024-03-01,P04,C01,19,69.07,1317.58
SALE20240681,2024-08-29,P02,C05,4,51.88,225.43
SALE20240682,2024-06-01,P04,C01,5,66.20,316.50
SALE20240683,2024-07-28,P05,C04,5,33.10,156.05
SALE20240684,2024-02-11,P04,C03,6,65.23,394.22
SALE20240685,2024-08-19,P03,C02,6,71.47,450.77
SALE20240686,2024-02-15,P02,C05,14,51.99,754.62
SALE20240687,2024-09-01,P04,C01,2,69.82,137.42
SALE20240688,2024-01-08,P03,C05,7,70.33,468.06
SALE20240689,2024-05-07,P02,C06,12,50.41,606.32
SALE20240690,2024-09-14,P05,C03,6,30.93,177.50
SALE20240691,2024-05-28,P04,C06,17,67.14,1182.61
SALE20240692,2024-12-17,P02,C03,16,50.86,816.35
SALE20240693,2024-07-25,P01,C02,8,48.15,418.09
SALE20240694,2024-01-12,P05,C05,6,33.08,179.75
SALE20240695,2024-01-20,P04,C06,9,69.09,647.57
SALE20240696,2024-10-31,P01,C06,4,47.59,206.10
SALE20240697,2024-12-19,P01,C04,15,50.23,731.89
SALE20240698,2024-08-30,P06,C02,7,30.14,216.38
SALE20240699,2024-06-03,P04,C06,4,66.68,281.87
SALE20240700,2024-11-06,P06,C02,14,28.57,444.04
SALE20240701,2024-11-12,P01,C03,4,49.98,211.35
SALE20240702,2024-11-07,P02,C03,17,51.75,976.95
SALE20240703,2024-07-28,P03,C02,2,77.04,149.42
SALE20240704,2024-12-18,P04,C03,8,69.42,491.70
SALE20240705,2024-02-26,P05,C06,16,31.07,482.02
SALE20240706,2024-09-18,P01,C06,4,50.71,216.15
SALE20240707,2024-08-21,P03,C03,15,76.32,1010.12
SALE20240708,2024-01-21,P03,C03,11,71.16,801.95
SALE20240709,2024-01-24,P01,C02,6,51.96,289.66
SALE20240710,2024-11-14,P03,C06,3,72.84,216.34
SALE20240711,2024-02-28,P04,C04,15,67.47,977.03
SALE20240712,2024-09-01,P04,C06,6,69.59,377.81
SALE20240713,2024-01-31,P02,C01,14,52.41,795.45
SALE20240714,2024-10-18,P06,C04,6,30.58,182.47
SALE20240715,2024-11-09,P01,C06,5,49.93,249.10
SALE20240716,2024-07-29,P04,C01,3,66.98,194.99
SALE20240717,2024-12-26,P06,C05,19,28.93,590.55
SALE20240718,2024-12-08,P03,C05,17,74.87,1305.36
SALE20240719,2024-08-09,P06,C06,8,30.24,237.14
SALE20240720,2024-11-24,P04,C02,18,69.02,1324.83
SALE20240721,2024-01-06,P06,C02,17,30.80,541.04
SALE20240722,2024-03-25,P01,C04,11,52.34,521.39
SALE20240723,2024-01-26,P05,C02,18,32.09,599.92
SALE20240724,2024-04-30,P01,C04,15,49.73,795.03
SALE20240725,2024-09-12,P04,C03,4,69.92,299.24
SALE20240726,2024-01-10,P01,C04,14,50.24,634.89
SALE20240727,2024-02-16,P05,C05,10,32.60,349.28
SALE20240728,2024-12-01,P06,C04,11,28.42,318.31
SALE20240729,2024-04-24,P04,C03,18,68.93,1294.20
SALE20240730,2024-12-02,P03,C06,15,75.92,1024.31
SALE20240731,2024-04-23,P01,C03,12,52.31,639.46
SALE20240732,2024-05-29,P05,C05,12,30.93,404.51
SALE20240733,2024-03-25,P04,C02,14,69.01,880.39
SALE20240734,2024-04-06,P01,C04,7,51.40,346.92
SALE20240735,2024-06-22,P01,C04,2,51.68,108.51
SALE20240736,2024-10-28,P01,C04,15,52.27,773.61
SALE20240737,2024-03-09,P04,C01,17,68.61,1215.06
SALE20240738,2024-08-09,P05,C04,17,33.73,581.76
SALE20240739,2024-12-20,P05,C02,5,32.91,149.16
SALE20240740,2024-11-06,P03,C05,13,74.81,946.35
SALE20240741,2024-12-20,P02,C03,13,54.97,745.78
SALE20240742,2024-08-19,P02,C02,14,54.53,750.07
SALE20240743,2024-09-19,P03,C06,18,75.57,1428.09
SALE20240744,2024-10-10,P06,C02,7,30.39,196.16
SALE20240745,2024-12-17,P03,C06,5,75.11,405.62
SALE20240746,2024-04-01,P05,C05,11,33.24,371.39
SALE20240747,2024-10-14,P04,C05,19,69.68,1411.56
SALE20240748,2024-12-11,P06,C05,10,29.52,319.96
SALE20240749,2024-01-07,P05,C01,1,30.95,31.63
SALE20240750,2024-01-29,P02,C03,6,53.46,345.46
SALE20240751,2024-03-15,P01,C06,10,50.20,470.31
SALE20240752,2024-07-02,P04,C01,20,69.88,1465.47
SALE20240753,2024-04-24,P06,C06,18,29.78,523.60
SALE20240754,2024-12-22,P03,C06,2,73.17,160.62
SALE20240755,2024-12-16,P03,C05,2,72.16,133.58
SALE20240756,2024-11-13,P04,C02,12,68.57,860.79
SALE20240757,2024-11-04,P02,C06,7,50.81,352.37
SALE20240758,2024-12-15,P01,C02,6,48.09,314.04
SALE20240759,2024-01-21,P04,C03,18,65.94,1170.57
SALE20240760,2024-05-10,P01,C03,15,48.26,781.30
SALE20240761,2024-03-19,P03,C05,2,74.93,156.10
SALE20240762,2024-12-04,P03,C04,19,70.84,1420.11
SALE20240763,2024-12-28,P03,C05,8,74.15,646.11
SALE20240764,2024-09-15,P02,C04,18,50.36,952.00
SALE20240765,2024-04-23,P02,C06,11,51.42,557.99
SALE20240766,2024-11-12,P05,C04,18,33.96,620.96
SALE20240767,2024-01-05,P01,C06,12,52.01,593.36
SALE20240768,2024-11-10,P05,C02,2,31.82,67.17
SALE20240769,2024-02-28,P04,C03,18,65.01,1283.53
SALE20240770,2024-09-21,P03,C05,17,70.62,1244.30
SALE20240771,2024-11-29,P02,C03,17,50.38,817.95
SALE20240772,2024-10-02,P05,C01,3,32.82,91.58
SALE20240773,2024-04-19,P06,C04,4,30.73,111.99
SALE20240774,2024-08-10,P06,C01,5,30.40,134.58
SALE20240775,2024-01-20,P01,C01,2,48.75,93.54
SALE20240776,2024-02-06,P05,C02,9,32.24,286.21
SALE20240777,2024-07-26,P04,C03,1,65.64,66.74
SALE20240778,2024-01-04,P06,C06,20,30.48,543.03
SALE20240779,2024-01-24,P06,C01,12,28.58,387.56
SALE20240780,2024-12-17,P03,C05,3,77.16,212.30
SALE20240781,2024-07-14,P04,C06,1,68.48,67.89
SALE20240782,2024-03-10,P06,C04,18,30.15,513.54
SALE20240783,2024-06-01,P06,C06,12,28.30,389.66
SALE20240784,2024-10-11,P02,C01,2,53.01,94.61
SALE20240785,2024-10-02,P05,C01,10,33.18,305.21
SALE20240786,2024-06-25,P02,C04,17,50.84,828.68
SALE20240787,2024-11-11,P03,C02,4,76.22,277.14
SALE20240788,2024-01-28,P05,C04,18,32.96,533.41
SALE20240789,2024-05-08,P01,C02,19,49.14,947.38
SALE20240790,2024-03-06,P06,C06,8,30.11,218.96
SALE20240791,2024-04-09,P03,C04,15,75.18,1071.89
SALE20240792,2024-12-21,P05,C02,19,33.40,623.83
SALE20240793,2024-08-07,P02,C01,11,51.04,548.18
SALE20240794,2024-11-24,P04,C03,12,69.84,759.10
SALE20240795,2024-09-02,P04,C04,12,68.16,864.01
SALE20240796,2024-02-25,P02,C06,20,51.35,962.21
SALE20240797,2024-03-12,P05,C02,9,32.81,305.22
SALE20240798,2024-02-08,P01,C05,1,50.38,53.12
SALE20240799,2024-10-29,P02,C01,18,54.57,899.76
SALE20240800,2024-10-03,P04,C06,5,66.36,332.09
SALE20240801,2024-10-28,P06,C03,5,29.78,147.70
SALE20240802,2024-07-22,P03,C05,1,76.58,76.41
SALE20240803,2024-11-10,P06,C02,17,28.74,469.37
SALE20240804,2024-10-16,P05,C06,5,32.35,169.64
SALE20240805,2024-07-02,P01,C02,16,48.81,756.93
SALE20240806,2024-04-29,P01,C06,7,51.45,351.18
SALE20240807,2024-07-17,P04,C04,2,69.26,123.94
SALE20240808,2024-02-22,P06,C05,9,29.05,285.68
SALE20240809,2024-10-05,P05,C02,13,31.96,434.15
SALE20240810,2024-11-30,P01,C05,9,52.03,438.78
SALE20240811,2024-09-21,P04,C03,12,68.13,816.85
SALE20240812,2024-11-05,P01,C05,5,48.64,246.95
SALE20240813,2024-09-20,P06,C03,7,28.73,193.68
SALE20240814,2024-11-04,P06,C01,8,29.24,233.94
SALE20240815,2024-02-28,P04,C06,16,68.87,1087.42
SALE20240816,2024-11-27,P04,C01,8,68.75,496.11
SALE20240817,2024-03-23,P02,C06,17,52.88,810.25
SALE20240818,2024-01-29,P02,C03,6,52.00,316.05
SALE20240819,2024-10-15,P06,C01,10,28.91,324.11
SALE20240820,2024-11-06,P04,C04,6,67.64,386.52
SALE20240821,2024-03-14,P05,C02,20,31.64,668.69
SALE20240822,2024-12-17,P03,C04,20,72.00,1506.82
SALE20240823,2024-07-16,P02,C01,1,54.39,49.37
SALE20240824,2024-09-15,P06,C04,5,28.79,151.89
SALE20240825,2024-11-10,P05,C01,18,31.16,583.59
SALE20240826,2024-09-03,P06,C02,20,28.27,599.68
SALE20240827,2024-12-13,P06,C04,17,30.87,497.73
SALE20240828,2024-12-23,P05,C04,8,32.34,281.93
SALE20240829,2024-07-14,P03,C05,19,71.29,1292.88
SALE20240830,2024-09-01,P02,C01,10,52.73,535.32
SALE20240831,2024-05-11,P02,C01,1,50.49,53.32
SALE20240832,2024-01-04,P04,C06,7,66.99,495.69
SALE20240833,2024-07-04,P01,C02,14,48.76,721.08
SALE20240834,2024-10-01,P04,C05,12,71.61,837.33
SALE20240835,2024-07-22,P02,C04,18,52.41,998.64
SALE20240836,2024-07-08,P05,C05,16,31.77,492.87
SALE20240837,2024-06-25,P06,C04,5,30.22,159.31
SALE20240838,2024-04-27,P04,C06,6,68.31,376.76
SALE20240839,2024-06-22,P05,C05,2,33.91,60.40
SALE20240840,2024-01-03,P01,C02,16,49.67,867.96
SALE20240841,2024-02-02,P03,C02,12,70.58,813.42
SALE20240842,2024-07-15,P04,C05,17,71.41,1110.70
SALE20240843,2024-01-30,P02,C06,16,50.93,829.75
SALE20240844,2024-12-02,P05,C03,7,32.72,205.64
SALE20240845,2024-09-21,P06,C02,20,28.37,555.67
SALE20240846,2024-05-02,P06,C01,6,29.08,163.75
SALE20240847,2024-07-23,P03,C06,13,71.78,943.81
SALE20240848,2024-01-08,P06,C06,3,29.90,96.73
SALE20240849,2024-10-13,P05,C03,12,31.68,424.83
SALE20240850,2024-11-06,P02,C04,13,51.25,692.72
SALE20240851,2024-07-27,P05,C01,18,31.73,533.32
SALE20240852,2024-02-29,P05,C03,18,32.64,619.73
SALE20240853,2024-12-21,P04,C04,19,66.50,1292.50
SALE20240854,2024-06-22,P04,C06,15,70.72,1104.94
SALE20240855,2024-09-03,P01,C03,3,51.43,146.45
SALE20240856,2024-04-22,P06,C06,8,29.49,252.29
SALE20240857,2024-06-29,P05,C05,1,31.63,33.70
SALE20240858,2024-05-27,P01,C04,11,52.15,503.26
SALE20240859,2024-08-31,P03,C03,7,72.29,558.85
SALE20240860,2024-12-15,P02,C04,7,51.15,348.01
SALE20240861,2024-05-15,P02,C02,7,54.27,392.12
SALE20240862,2024-07-01,P02,C01,4,53.42,227.65
SALE20240863,2024-12-05,P04,C05,1,68.53,71.86
SALE20240864,2024-01-22,P04,C03,20,70.97,1314.61
SALE20240865,2024-10-21,P03,C04,6,77.08,487.01
SALE20240866,2024-05-23,P04,C02,19,68.43,1200.34
SALE20240867,2024-08-04,P04,C05,2,67.52,136.57
SALE20240868,2024-12-17,P02,C04,4,52.29,218.33
SALE20240869,2024-12-18,P01,C01,7,47.99,341.49
SALE20240870,2024-07-04,P05,C03,6,31.55,196.29
SALE20240871,2024-08-29,P05,C03,12,32.15,364.22
SALE20240872,2024-08-02,P06,C03,12,29.09,382.30
SALE20240873,2024-04-02,P05,C02,19,33.42,638.50
SALE20240874,2024-05-18,P02,C05,14,50.90,787.38
SALE20240875,2024-03-17,P04,C01,6,65.76,403.07
SALE20240876,2024-11-18,P05,C05,11,31.75,376.74
SALE20240877,2024-10-14,P05,C01,13,31.31,387.42
SALE20240878,2024-04-20,P03,C04,4,72.78,293.03
SALE20240879,2024-07-03,P03,C05,18,72.21,1447.04
SALE20240880,2024-01-11,P04,C01,12,71.41,879.17
SALE20240881,2024-04-11,P05,C05,18,33.31,545.24
SALE20240882,2024-06-30,P03,C06,17,75.75,1254.85
SALE20240883,2024-02-10,P04,C05,10,71.37,677.55
SALE20240884,2024-03-26,P06,C03,14,29.96,427.44
SALE20240885,2024-02-06,P01,C02,11,49.07,520.00
SALE20240886,2024-05-29,P06,C03,20,29.07,612.21
SALE20240887,2024-08-15,P03,C06,19,73.63,1411.89
SALE20240888,2024-03-26,P02,C01,5,53.35,274.46
SALE20240889,2024-12-24,P06,C01,7,28.57,194.38
SALE20240890,2024-02-02,P04,C05,2,67.55,123.57
SALE20240891,2024-02-12,P01,C03,20,50.76,930.87
SALE20240892,2024-07-18,P03,C02,8,73.58,620.13
SALE20240893,2024-03-05,P02,C05,6,53.36,285.30
SALE20240894,2024-06-15,P04,C04,18,68.58,1335.34
SALE20240895,2024-03-10,P06,C05,6,29.62,181.74
SALE20240896,2024-11-21,P05,C04,17,32.51,566.20
SALE20240897,2024-06-26,P04,C05,8,67.85,579.27
SALE20240898,2024-07-06,P04,C03,5,64.84,327.84
SALE20240899,2024-03-10,P03,C03,16,75.39,1192.31
SALE20240900,2024-09-08,P04,C03,1,70.28,71.88
SALE20240901,2024-11-01,P02,C01,18,52.04,921.12
SALE20240902,2024-10-14,P04,C04,8,69.87,509.23
SALE20240903,2024-07-18,P04,C02,9,69.11,562.56
SALE20240904,2024-09-21,P05,C06,9,33.19,279.04
SALE20240905,2024-05-17,P04,C02,3,66.81,191.74
SALE20240906,2024-11-22,P04,C05,15,69.09,977.09
SALE20240907,2024-04-06,P03,C01,5,74.26,336.67
SALE20240908,2024-04-05,P01,C03,9,49.68,416.17
SALE20240909,2024-01-05,P02,C01,5,51.02,237.02
SALE20240910,2024-08-03,P03,C04,12,76.16,881.55
SALE20240911,2024-06-18,P01,C02,2,49.45,95.31
SALE20240912,2024-10-05,P04,C02,7,66.54,515.56
SALE20240913,2024-07-14,P01,C01,8,52.36,390.71
SALE20240914,2024-05-06,P06,C01,7,30.56,206.62
SALE20240915,2024-09-23,P06,C02,16,31.12,465.44
SALE20240916,2024-06-14,P02,C06,2,52.76,110.14
SALE20240917,2024-03-03,P03,C04,10,76.87,695.41
SALE20240918,2024-12-07,P02,C01,8,51.58,431.16
SALE20240919,2024-03-26,P03,C05,4,72.10,289.83
SALE20240920,2024-01-22,P05,C06,16,31.28,537.93
SALE20240921,2024-02-15,P02,C02,16,53.12,771.36
SALE20240922,2024-11-16,P01,C01,12,51.00,617.23
SALE20240923,2024-02-24,P02,C04,8,52.81,404.61
SALE20240924,2024-11-26,P03,C04,7,73.10,468.41
SALE20240925,2024-03-09,P03,C01,16,74.44,1232.93
